Partner_transaction_id,Transaction_id,Amount,Rmb_amount,Fee,Refund,Settlement,Rmb_settlement,Currency,Rate,Payment_time,Settlement_time,Type
3208449134510066637,2023021822001128221418849283,17.27,119.00,,,,,USD,6.888900,2023-02-18 14:05:16,,P
1822090332785904489,2023021822001114551445144810,30.96,213.00,0.00,30.96,0.00,0.00,USD,6.880700,2023-02-18 10:09:31,,P
3208029699857369022,2023021822001159301454901691,36.86,254.00,0.00,36.86,0.00,0.00,USD,6.890400,2023-02-18 09:16:30,,P
3207530881589677127,2023021822001191011410751234,36.86,254.00,0.00,36.86,0.00,0.00,USD,6.890400,2023-02-18 09:15:18,,P
3207531241494677127,2023021822001191011409011527,31.06,214.00,0.00,31.06,0.00,0.00,USD,6.890400,2023-02-18 09:14:57,,P
3208026315973677127,2023021822001191011410948155,32.51,224.00,0.00,32.51,0.00,0.00,USD,6.890400,2023-02-18 09:14:34,,P
3207528973714677127,2023021822001191011412347893,32.51,224.00,0.00,32.51,0.00,0.00,USD,6.890400,2023-02-18 09:14:12,,P
1821954072555415393,2023021822001132311423323605,31.06,214.00,,,,,USD,6.890400,2023-02-18 00:36:27,,P
3207331513078099932,2023021822001112651450535173,17.27,119.00,,,,,USD,6.890400,2023-02-18 00:28:53,,P
1821843984980562980,2023021722001121611427429135,36.14,249.00,,,,,USD,6.890400,2023-02-17 21:42:34,,P
3206063089454517039,2023021722001158651448291190,17.27,119.00,,,,,USD,6.890400,2023-02-17 12:54:25,,P
3206007001460162831,2023021722001106131424932976,36.14,249.00,,,,,USD,6.890400,2023-02-17 12:30:36,,P
1821249084300322890,2023021722001183981402761801,17.34,119.00,,,,,USD,6.864700,2023-02-17 09:22:42,,P
1821845713203685791,2023021622001148631423043145,34.82,239.00,,,,,USD,6.864700,2023-02-16 23:23:41,,P
3204464365377690110,2023021622001149331444643994,17.34,119.00,,,,,USD,6.864700,2023-02-16 16:20:32,,P
1821356149838021872,2023021622001104011458340652,32.63,224.00,0.00,32.63,0.00,0.00,USD,6.864700,2023-02-16 13:36:27,,P
1821226837298228674,2023021622001101531442758802,36.27,249.00,,,,,USD,6.864700,2023-02-16 11:21:43,,P
3203574121434587653,2023021622001174851428803569,36.33,249.00,,,,,USD,6.854200,2023-02-16 08:17:09,,P
3202806204613888224,2023021622001182711426770458,43.62,299.00,,,,,USD,6.854200,2023-02-16 07:28:38,,P
3203702283216820861,2023021522001135131414469895,36.33,249.00,6.01,,30.32,207.82,USD,6.854200,2023-02-15 21:37:26,,P
3202979654907469649,2023021522001174791410070900,12.98,89.00,,,,,USD,6.854200,2023-02-15 17:15:20,,P
3202748606951942030,2023021522001116891402715435,12.98,89.00,,,,,USD,6.854200,2023-02-15 15:07:47,,P
3202232943623632633,2023021522001167301444445628,37.18,254.00,,,,,USD,6.831100,2023-02-15 08:33:13,,P
3200664060780283065,2023021422001140021403053114,33.25,227.10,,,,,USD,6.831100,2023-02-15 07:58:50,,P
3200828040874480753,2023021422001148491435935545,34.99,239.00,9.10,,25.89,176.86,USD,6.831100,2023-02-14 23:34:42,,P
1820136650643954374,2023021422001117191411644265,58.28,398.10,0.00,58.28,0.00,0.00,USD,6.831100,2023-02-14 23:33:49,,P
3200812020234688425,2023021422001180881458215105,34.99,239.00,0.00,34.99,0.00,0.00,USD,6.831100,2023-02-14 23:20:18,,P
3200782068377833715,2023021422001138091416607185,15.96,109.00,,,,,USD,6.831100,2023-02-14 22:59:06,,P
1820057593849096993,2023021422001163331448996828,31.84,217.53,,,,,USD,6.831100,2023-02-14 21:42:21,,P
1820041142089551592,2023021422001101901407859906,14.54,99.33,,,,,USD,6.831100,2023-02-14 21:26:09,,P
3200477508685128206,2023021422001119051427502855,34.99,239.00,0.30,32.79,1.90,12.98,USD,6.831100,2023-02-14 20:13:05,,P
3201518739638973226,2023021422001161661402912484,27.20,185.79,0.00,27.20,0.00,0.00,USD,6.831100,2023-02-14 18:43:52,,P
3199936356880072551,2023021422001161251459306070,31.71,216.64,,,,,USD,6.831100,2023-02-14 15:46:16,,P
3199895316377156119,2023021422001124591411067087,25.65,175.24,,,,,USD,6.831100,2023-02-14 15:24:45,,P
3199838220408589023,2023021422001110081406109794,26.27,179.48,7.82,,18.45,126.03,USD,6.831100,2023-02-14 14:52:20,,P
3200791502357335143,2023021422001100991409304740,15.96,109.00,,,,,USD,6.831100,2023-02-14 14:30:45,,P
3200916675479932317,2023021422001186571414379609,15.96,109.00,,,,,USD,6.831100,2023-02-14 13:36:02,,P
1818828516351076196,2023021422001198391432817257,22.89,156.39,0.00,22.89,0.00,0.00,USD,6.831100,2023-02-14 12:45:35,,P
1819533722745076196,2023021422001198391434569181,24.61,168.10,6.98,,17.63,120.43,USD,6.831100,2023-02-14 12:06:17,,P
3199857229137677127,2023021422001191011453260434,32.73,224.00,0.00,32.73,0.00,0.00,USD,6.844700,2023-02-14 09:23:43,,P
3200096378421434361,2023021422001123321424083900,11.54,79.00,,,,,USD,6.844700,2023-02-14 08:51:54,,P
3199587517352798953,2023021322001129621425408956,22.18,151.84,10.58,,11.60,79.40,USD,6.844700,2023-02-13 23:28:45,,P
3199575025774180955,2023021322001125561451274176,23.80,162.90,,,,,USD,6.844700,2023-02-13 23:20:26,,P
3199438621605251166,2023021322001187881442486566,27.21,186.23,0.00,27.21,0.00,0.00,USD,6.844700,2023-02-13 21:52:49,,P
3198654468444320415,2023021322001191201436950143,34.92,239.00,,,,,USD,6.844700,2023-02-13 21:16:54,,P
3198441960001852149,2023021322001138331436858871,7.65,52.34,,,,,USD,6.844700,2023-02-13 19:26:42,,P
3199277630108688425,2023021322001180881452946948,31.32,214.39,0.00,31.32,0.00,0.00,USD,6.844700,2023-02-13 18:01:45,,P
1818782042975608569,2023021322001178541413170751,26.95,184.49,,,,,USD,6.844700,2023-02-13 14:52:38,,P
3198432673357297455,2023021322001113521413518991,16.16,110.61,,,,,USD,6.844700,2023-02-13 13:05:15,,P
3198881307499168420,2023021322001129671414670401,8.62,59.00,3.46,,5.16,35.32,USD,6.844700,2023-02-13 12:38:36,,P
3197644848288494803,2023021322001131431426195327,31.76,217.40,0.00,31.76,0.00,0.00,USD,6.844700,2023-02-13 12:30:47,,P
3197942713482531966,2023021322001195021448139833,32.81,224.00,0.00,32.81,0.00,0.00,USD,6.826600,2023-02-13 09:31:45,,P
3197898145329980614,2023021322001177061455471319,27.35,186.73,,,,,USD,6.826600,2023-02-13 08:55:09,,P
1817644800575512294,2023021322001153941444164924,21.94,149.77,6.40,,15.54,106.09,USD,6.826600,2023-02-13 02:47:49,,P
3198272223014478517,2023021322001150161401443590,35.01,239.00,9.01,,26.00,177.49,USD,6.826600,2023-02-13 01:03:29,,P
3198192735476075301,2023021222001141991401928676,27.64,188.68,,,,,USD,6.826600,2023-02-12 23:36:28,,P
1818243050331792380,2023021222001146131403465534,31.58,215.57,,,,,USD,6.826600,2023-02-12 21:47:32,,P
3197750078511387732,2023021222001160831406668690,27.04,184.61,0.00,27.04,0.00,0.00,USD,6.826600,2023-02-12 21:27:13,,P
3197379817739065524,2023021222001172231458420358,25.66,175.16,,,,,USD,6.826600,2023-02-12 20:47:05,,P
3197652554751969631,2023021222001164101413416611,57.31,391.20,,,,,USD,6.826600,2023-02-12 20:37:25,,P
3197744319476429560,2023021222001196361409905035,12.65,86.39,3.15,,9.50,64.85,USD,6.826600,2023-02-12 19:30:34,,P
1817973121199007266,2023021222001198741454000729,7.64,52.17,3.20,,4.44,30.31,USD,6.826600,2023-02-12 17:04:22,,P
3197027414905561108,2023021222001180431422308457,6.61,45.10,0.00,6.61,0.00,0.00,USD,6.826600,2023-02-12 15:59:54,,P
3196472329874767112,2023021222001198481409895113,60.05,409.95,13.36,,46.69,318.73,USD,6.826600,2023-02-12 13:55:10,,P
3196652474134297455,2023021222001113521409541835,4.71,32.12,0.00,4.71,0.00,0.00,USD,6.826600,2023-02-12 13:07:16,,P
3196471430467916042,2023021222001139861431859029,31.87,217.54,8.64,,23.23,158.58,USD,6.826600,2023-02-12 11:55:24,,P
3196269398213649157,2023021222001100241453735173,20.29,138.50,0.00,20.29,0.00,0.00,USD,6.826600,2023-02-12 10:42:42,,P
1817558617398673595,2023021222001120501423199145,28.12,191.97,,,,,USD,6.826600,2023-02-12 10:30:53,,P
3195831997913858314,2023021222001128611459725724,32.21,219.91,,,,,USD,6.826600,2023-02-12 09:17:30,,P
3195943526258641812,2023021222001112291432393005,11.57,79.00,,,,,USD,6.826600,2023-02-12 01:13:40,,P
3196135731011297455,2023021222001113521404843302,5.71,39.00,0.00,5.71,0.00,0.00,USD,6.826600,2023-02-12 00:09:14,,P
1817364039273390490,2023021122001130311456245221,24.00,163.85,6.81,,17.19,117.35,USD,6.826600,2023-02-11 23:17:20,,P
3195532369842798212,2023021122001137121456760810,14.31,97.67,0.00,14.31,0.00,0.00,USD,6.826600,2023-02-11 23:09:11,,P
1817324185742757295,2023021122001139401420942602,29.77,203.23,,,,,USD,6.826600,2023-02-11 22:25:47,,P
3195452595528830844,2023021122001110211449230374,32.26,220.23,8.54,,23.72,161.93,USD,6.826600,2023-02-11 17:57:13,,P
3195212619924856845,2023021122001196181450623832,28.56,194.95,,,,,USD,6.826600,2023-02-11 16:12:04,,P
1816982114127282076,2023021122001101591457577179,27.91,190.54,8.19,,19.72,134.62,USD,6.826600,2023-02-11 16:06:56,,P
1816977109851499099,2023021122001170881444264806,31.66,216.10,0.00,31.66,0.00,0.00,USD,6.826600,2023-02-11 16:06:10,,P
3194368633297286015,2023021122001102571407089542,35.01,239.00,9.37,,25.64,175.03,USD,6.826600,2023-02-11 13:34:53,,P
3194585858404659544,2023021122001118161456226533,31.61,215.76,,,,,USD,6.826600,2023-02-11 12:57:14,,P
3193062588142116726,2023021122001173501422426201,27.18,185.57,,,,,USD,6.826600,2023-02-11 11:45:45,,P
3193915034541788637,2023021122001187071457355913,35.07,239.00,9.39,,25.68,175.00,USD,6.814500,2023-02-11 01:08:45,,P
1816494889548264988,2023021122001122231455429059,32.15,219.10,0.00,32.15,0.00,0.00,USD,6.814500,2023-02-11 01:03:11,,P
3193585201495063802,2023021122001120481404416118,14.25,97.10,0.00,14.25,0.00,0.00,USD,6.814500,2023-02-11 00:10:22,,P
3193921335347031719,2023021022001107561437320307,25.80,175.79,,,,,USD,6.814500,2023-02-10 21:59:04,,P
1815593952670232384,2023021022001143991400108257,14.92,101.66,6.31,,8.61,58.67,USD,6.814500,2023-02-10 20:57:49,,P
3193263577090978463,2023021022001120501419101796,16.00,109.00,,,,,USD,6.814500,2023-02-10 20:48:28,,P
3193463198430843474,2023021022001185471418156728,31.74,216.27,8.66,,23.08,157.28,USD,6.814500,2023-02-10 20:07:13,,P
3193075369094921729,2023021022001104121451130365,31.50,214.65,8.38,,23.12,157.55,USD,6.814500,2023-02-10 19:38:06,,P
3192414446908349564,2023021022001165301424875191,14.30,97.30,4.49,,9.81,66.76,USD,6.805100,2023-02-10 13:50:31,,P
1816242603885636393,2023021022001147641437311967,13.81,94.00,0.00,13.81,0.00,0.00,USD,6.805100,2023-02-10 13:28:51,,P
1816236807431242593,2023021022001145771441165432,27.30,185.79,,,,,USD,6.805100,2023-02-10 13:21:49,,P
1816204081900857474,2023021022001173801434654064,27.05,184.08,11.25,,15.80,107.52,USD,6.805100,2023-02-10 12:44:16,,P
3191179104031212229,2023021022001127251438044970,13.81,94.00,0.00,13.81,0.00,0.00,USD,6.805100,2023-02-10 11:56:52,,P
3192054158921615357,2023021022001149901438011536,31.68,215.56,14.58,,17.10,116.37,USD,6.805100,2023-02-10 11:10:09,,P
1815983943927464099,2023021022001169951452383345,16.02,109.00,6.66,,9.36,63.68,USD,6.803600,2023-02-10 09:10:20,,P
3190805172514632227,2023021022001162941435199364,35.13,239.00,9.41,,25.72,174.99,USD,6.803600,2023-02-10 09:07:30,,P
3191892303220108824,2023021022001187251440427102,20.52,139.61,,,,,USD,6.803600,2023-02-10 00:58:25,,P
1815535309760765299,2023020922001142471415685000,35.13,239.00,9.32,,25.81,175.60,USD,6.803600,2023-02-09 17:12:04,,P
3190954611133797057,2023020922001160121444421605,55.97,380.79,22.59,,33.38,227.10,USD,6.803600,2023-02-09 15:43:26,,P
3190305962404876860,2023020922001116801424636869,35.13,239.00,,,,,USD,6.803600,2023-02-09 12:12:39,,P
1815266389412551284,2023020922001155331419436781,35.13,239.00,,,,,USD,6.803600,2023-02-09 12:12:16,,P
3189724130399757246,2023020922001145941426204824,10.14,69.00,2.75,,7.39,50.28,USD,6.804100,2023-02-09 01:09:09,,P
3188457288080904532,2023020822001148291417046745,35.18,239.00,9.33,,25.85,175.62,USD,6.794000,2023-02-08 21:27:01,,P
1808051592120532995,2023020322001144871425324141,-4.68,-31.64,-0.21,,-4.47,-30.21,USD,6.757400,2023-02-08 14:56:34,,R
1813746936039365576,2023020822001164431402017404,90.50,614.88,33.71,,56.79,385.83,USD,6.794000,2023-02-08 14:08:40,,P
1814174293180677127,2023020822001191011431241483,31.81,216.10,0.00,31.81,0.00,0.00,USD,6.794000,2023-02-08 11:37:01,,P
1814164647182677127,2023020822001191011431706669,30.63,208.10,0.00,30.63,0.00,0.00,USD,6.794000,2023-02-08 11:35:21,,P
1814162883201677127,2023020822001191011429269734,32.97,224.00,0.00,32.97,0.00,0.00,USD,6.794000,2023-02-08 11:34:37,,P
3188420246077635521,2023020822001105971436650081,31.82,216.10,0.00,31.82,0.00,0.00,USD,6.791500,2023-02-08 09:22:25,,P
3188673435274635521,2023020822001105971435508355,30.64,208.10,0.00,30.64,0.00,0.00,USD,6.791500,2023-02-08 09:21:09,,P
3188670267397635521,2023020822001105971438649249,32.98,224.00,0.00,32.98,0.00,0.00,USD,6.791500,2023-02-08 09:19:39,,P
1813740853564477892,2023020822001129491408738954,38.17,259.20,0.00,38.17,0.00,0.00,USD,6.791500,2023-02-08 08:37:38,,P
1813665433102660895,2023020822001126311431370628,16.05,109.00,,,,,USD,6.791500,2023-02-08 00:19:25,,P
1813409113332454936,2023020722001139851444129938,16.05,109.00,,,,,USD,6.791500,2023-02-07 20:06:28,,P
1812891183707908062,2023020722001140291414576794,12.82,87.10,0.00,12.82,0.00,0.00,USD,6.791500,2023-02-07 17:00:00,,P
1812066852975477161,2023020722001157751407179359,30.20,205.10,12.05,,18.15,123.27,USD,6.791500,2023-02-07 16:18:11,,P
1812700202315384760,2023020722001184611451948840,25.42,172.66,8.40,,17.02,115.59,USD,6.791500,2023-02-07 15:35:29,,P
1812350571984659544,2023020722001118161440669364,50.77,344.79,,,,,USD,6.791500,2023-02-07 13:19:38,,P
1812162507921964175,2023020722001101411453115221,26.22,178.10,7.22,,19.00,129.04,USD,6.791500,2023-02-07 12:03:36,,P
3187380710952206059,2023020722001188871434032041,13.08,89.00,4.82,,8.26,56.22,USD,6.806100,2023-02-07 00:01:24,,P
1810785900685911376,2023020622001112451427113276,35.12,239.00,9.27,,25.85,175.94,USD,6.806100,2023-02-06 20:37:12,,P
1810781292936631494,2023020622001154121437121264,24.24,165.00,,,,,USD,6.806100,2023-02-06 20:32:38,,P
3185235792807336206,2023020622001134771427347006,16.02,109.00,6.23,,9.79,66.63,USD,6.806100,2023-02-06 13:28:06,,P
3185985637095947851,2023020622001199231427736143,31.46,214.10,5.63,,25.83,175.80,USD,6.806100,2023-02-06 13:24:07,,P
1811001687960974090,2023020622001195351428503100,52.76,359.10,,,,,USD,6.806100,2023-02-06 11:20:33,,P
3186147279442631823,2023020622001193631436975486,31.46,214.10,8.50,,22.96,156.27,USD,6.806100,2023-02-06 10:42:18,,P
1810776542824638681,2023020522001169711445036098,26.59,181.11,5.98,,20.61,140.39,USD,6.811600,2023-02-05 22:53:11,,P
1809982704004832796,2023020522001168321440711923,58.00,395.09,0.00,58.00,0.00,0.00,USD,6.811600,2023-02-05 21:19:10,,P
3185009894691373927,2023020522001101601454211899,14.26,97.10,,,,,USD,6.811600,2023-02-05 18:06:05,,P
3183564348001101625,2023020522001100951439375936,27.04,184.20,13.70,,13.34,90.87,USD,6.811600,2023-02-05 14:24:26,,P
3184447142173025839,2023020522001138601441632694,31.12,212.00,5.59,,25.53,173.90,USD,6.811600,2023-02-05 13:15:04,,P
3183299964059875129,2023020522001183741429068841,35.09,239.00,9.09,,26.00,177.10,USD,6.811600,2023-02-05 12:09:54,,P
1809414876226371993,2023020522001126771426622965,29.21,199.00,8.82,,20.39,138.89,USD,6.811600,2023-02-05 09:56:13,,P
1810001642670671186,2023020422001188381441017967,29.98,204.20,,,,,USD,6.811600,2023-02-04 23:24:40,,P
3183369013246488744,2023020422001194601449658125,16.00,109.00,,,,,USD,6.811600,2023-02-04 22:19:25,,P
3183294349179840324,2023020422001186421440411375,23.90,162.78,4.87,,19.03,129.62,USD,6.811600,2023-02-04 21:33:56,,P
3183269581490486308,2023020422001112521442750738,30.11,205.10,,,,,USD,6.811600,2023-02-04 21:20:04,,P
3181977540967128520,2023020422001169391401781912,30.11,205.10,10.81,,19.30,131.46,USD,6.811600,2023-02-04 16:53:06,,P
3182617945496913927,2023020422001115931425962354,16.00,109.00,,,,,USD,6.811600,2023-02-04 15:51:03,,P
3181854996045222357,2023020422001189931423117915,33.62,229.00,,,,,USD,6.811600,2023-02-04 15:50:26,,P
3182724290131196609,2023020422001105401451754135,30.11,205.10,,,,,USD,6.811600,2023-02-04 14:33:40,,P
3181539925746069039,2023020322001145891419587786,35.35,239.00,6.15,,29.20,197.42,USD,6.760900,2023-02-03 23:21:57,,P
1808288904832133385,2023020322001158851434937094,56.32,380.79,22.49,,33.83,228.72,USD,6.760900,2023-02-03 20:37:04,,P
1808051592119532995,2023020322001144871425324141,57.55,388.89,9.74,,47.81,323.07,USD,6.757400,2023-02-03 15:55:32,,P
3179959920781489743,2023020322001192911425148380,56.04,378.69,9.32,,46.72,315.71,USD,6.757400,2023-02-03 15:44:12,,P
1808694805882414893,2023020322001119971419369321,55.15,372.69,14.75,,40.40,273.00,USD,6.757400,2023-02-03 14:36:31,,P
1808677309646532995,2023020322001144871425343805,57.55,388.89,0.00,57.55,0.00,0.00,USD,6.757400,2023-02-03 14:14:48,,P
3180487790887101247,2023020322001196571427932194,14.37,97.10,,,,,USD,6.757400,2023-02-03 11:37:46,,P
3180453266703179002,2023020322001160271401546110,30.22,204.20,8.62,,21.60,145.96,USD,6.757400,2023-02-03 11:24:53,2023-02-06 16:05:03,P
1808448639350693874,2023020322001157721414501366,30.35,205.10,10.89,,19.46,131.50,USD,6.757400,2023-02-03 10:39:05,,P
3179930150211595266,2023020222001171771420078653,55.66,374.58,11.76,,43.90,295.46,USD,6.730300,2023-02-02 23:12:28,,P
3179662057435282609,2023020222001199481424072196,33.15,223.10,,,,,USD,6.730300,2023-02-02 23:04:03,,P
3179502217672289061,2023020222001108961402187479,35.51,239.00,6.17,,29.34,197.47,USD,6.730300,2023-02-02 21:32:55,,P
3179742554511289152,2023020222001144911423486631,28.99,195.10,13.24,,15.75,106.00,USD,6.730300,2023-02-02 21:11:28,,P
3179427517438220448,2023020222001152551411384389,54.45,366.48,,,,,USD,6.730300,2023-02-02 20:39:32,,P
3179667854962220448,2023020222001152551410553146,55.66,374.58,0.00,55.66,0.00,0.00,USD,6.730300,2023-02-02 20:32:04,,P
3179391481193856006,2023020222001139471443861186,11.74,79.00,2.75,,8.99,60.51,USD,6.730300,2023-02-02 20:20:31,,P
3178590192983764266,2023020222001184301453312758,26.46,178.10,,,,,USD,6.730300,2023-02-02 20:00:25,,P
3178989613832764266,2023020222001184301454433580,26.46,178.10,0.00,26.46,0.00,0.00,USD,6.730300,2023-02-02 16:59:20,,P
3179291259826864714,2023020222001118761412896540,32.11,216.10,8.71,,23.40,157.49,USD,6.730300,2023-02-02 14:55:05,,P
1807846718235736067,2023020222001195891410879324,35.51,239.00,9.19,,26.32,177.14,USD,6.730300,2023-02-02 14:31:22,,P
3178597646178704812,2023020222001122081419301486,16.20,109.00,5.24,,10.96,73.76,USD,6.730300,2023-02-02 11:25:54,2023-02-06 16:05:03,P
3177518040393258805,2023020222001143731442246036,26.46,178.10,4.87,,21.59,145.31,USD,6.730300,2023-02-02 11:08:21,,P
3177461700166174428,2023020222001171911414966495,59.91,403.20,10.05,,49.86,335.57,USD,6.730300,2023-02-02 10:49:08,2023-02-06 16:05:03,P
1807457846019111971,2023020222001189771411828705,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-02 01:42:01,,P
3177772633622956920,2023020122001196381430248873,16.11,109.00,6.49,,9.62,65.07,USD,6.764039,2023-02-01 23:07:02,,P
3177015912042311763,2023020122001112351417694744,35.33,239.00,0.00,35.33,0.00,0.00,USD,6.764039,2023-02-01 23:01:30,,P
3176821836743648139,2023020122001142071416829609,24.85,168.10,6.92,,17.93,121.28,USD,6.764039,2023-02-01 21:02:12,2023-02-06 16:05:03,P
3177652970557970057,2023020122001150371444965361,56.30,380.79,18.57,,37.73,255.21,USD,6.764039,2023-02-01 19:11:04,2023-02-06 16:05:03,P
3177426566254065638,2023020122001171661409838824,28.84,195.10,15.47,,13.37,90.44,USD,6.764039,2023-02-01 17:17:19,,P
3176320068299579307,2023020122001154541427070927,10.20,69.00,2.88,,7.32,49.51,USD,6.764039,2023-02-01 16:45:37,,P
3177626259376054333,2023020122001147141410338695,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 16:38:14,,P
3176103132019762139,2023020122001139991409298808,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 14:51:40,2023-02-06 16:05:03,P
3176768953505808124,2023020122001141861458394288,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 14:00:24,,P
1806202380037532995,2023020122001144871420555228,57.49,388.89,0.00,57.49,0.00,0.00,USD,6.764039,2023-02-01 13:39:08,,P
3177281775118867233,2023020122001124971420723857,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 13:33:11,,P
1806146400955638979,2023020122001192541426250124,55.10,372.69,14.96,,40.14,271.51,USD,6.764039,2023-02-01 12:38:43,,P
3177118731512048420,2023020122001143871414341627,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 12:13:20,,P
3176850134012029554,2023020122001132231414306062,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 12:12:19,,P
1806825291767902580,2023020122001174151442884954,11.68,79.00,2.95,,8.73,59.05,USD,6.764039,2023-02-01 12:00:36,,P
3176773166120332003,2023020122001186451456829866,0.29,1.99,0.01,,0.28,1.89,USD,6.764039,2023-02-01 11:40:23,,P
3176662322455299219,2023020122001158621408739322,57.77,390.78,9.76,,48.01,324.74,USD,6.764039,2023-02-01 11:03:58,2023-02-06 16:05:03,P
3176635538810698013,2023020122001133751451247996,30.32,205.10,10.88,,19.44,131.49,USD,6.764039,2023-02-01 10:56:05,,P
3175543692197888349,2023020122001144271452924907,56.30,380.79,12.26,,44.04,297.89,USD,6.764039,2023-02-01 10:40:46,,P
1805931192759744277,2023020122001183581404112000,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 09:04:35,,P
1806649825330744277,2023020122001183581406584824,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 09:03:25,,P
3176130421851273325,2023020122001189051429779711,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 08:44:46,,P
3175344036047815822,2023020122001197781410557869,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 08:32:31,,P
3175329276596458133,2023020122001160191430445330,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 08:17:30,,P
3176069761174964015,2023020122001155081408203560,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 07:21:04,,P
1806594927994171989,2023020122001144411406523697,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 06:44:06,,P
3175229376981111403,2023020122001151691432790108,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 01:23:05,,P
1806585854194741673,2023020122001148591419620233,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 01:09:44,,P
3175993549208442624,2023020122001148081410047198,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:45:47,,P
3175206804271007262,2023020122001185971409688596,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:31:31,,P
3175983901258646012,2023020122001130271443663801,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:30:39,,P
3176253362212646012,2023020122001130271442658321,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:29:15,,P
3175205400220007262,2023020122001185971409621420,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:28:49,,P
3176517999432675321,2023020122001114501440153897,30.29,205.10,11.09,,19.20,129.99,USD,6.770529,2023-02-01 00:12:48,,P
1806559213711932893,2023020122001171741408617667,0.29,1.99,0.01,,0.28,1.90,USD,6.770529,2023-02-01 00:10:53,2023-02-06 16:05:03,P
