"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="3177772633623956920",="3177772633622956920","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2023020122001196381430248873","109.00","109.00","没有申请退款","无退款申请","2023-02-01 23:06:54","2023-02-01 23:07:02"
="3177772633624956920",="3177772633622956920","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001196381430248873","0.00","0.00","没有申请退款","无退款申请","2023-02-01 23:06:54","2023-02-01 23:07:02"
="3177015912043311763",="3177015912042311763","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2023020122001112351417694744","239.00","239.00","退款成功","239.00","2023-02-01 23:01:25","2023-02-01 23:01:29"
="3177015912044311763",="3177015912042311763","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易关闭","null",="2023020122001112351417694744","0.00","0.00","退款成功","0.00","2023-02-01 23:01:25","2023-02-01 23:01:29"
="3177015912045311763",="3177015912042311763","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易关闭","8809754820856",="2023020122001112351417694744","0.00","0.00","退款成功","0.00","2023-02-01 23:01:25","2023-02-01 23:01:29"
="3177015912046311763",="3177015912042311763","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023020122001112351417694744","0.00","0.00","退款成功","0.00","2023-02-01 23:01:25","2023-02-01 23:01:29"
="3177015912047311763",="3177015912042311763","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易关闭","8809754820863",="2023020122001112351417694744","0.00","0.00","退款成功","0.00","2023-02-01 23:01:25","2023-02-01 23:01:29"
="3176821836744648139",="3176821836743648139","SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个","209.00","1","8809754820085","null","null","null","交易成功","8809754820085",="2023020122001142071416829609","168.10","168.10","没有申请退款","无退款申请","2023-02-01 21:02:00","2023-02-01 21:02:11"
="3176821836745648139",="3176821836743648139","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001142071416829609","0.00","0.00","没有申请退款","无退款申请","2023-02-01 21:02:00","2023-02-01 21:02:11"
="3177652970558970057",="3177652970557970057","SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml","249.00","1","8809525247455","null","null","null","交易成功","8809525247455",="2023020122001150371444965361","180.37","180.37","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970559970057",="3177652970557970057","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023020122001150371444965361","200.42","200.42","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970560970057",="3177652970557970057","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023020122001150371444965361","0.00","0.00","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970561970057",="3177652970557970057","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","2","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001150371444965361","0.00","0.00","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970562970057",="3177652970557970057","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","2","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001150371444965361","0.00","0.00","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970563970057",="3177652970557970057","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2023020122001150371444965361","0.00","0.00","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177652970564970057",="3177652970557970057","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","2","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001150371444965361","0.00","0.00","没有申请退款","无退款申请","2023-02-01 19:10:57","2023-02-01 19:11:04"
="3177426566255065638",="3177426566254065638","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含有2个粉扑/无替换装)","239.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023020122001171661409838824","195.10","195.10","没有申请退款","无退款申请","2023-02-01 17:17:13","2023-02-01 17:17:19"
="3177426566256065638",="3177426566254065638","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001171661409838824","0.00","0.00","没有申请退款","无退款申请","2023-02-01 17:17:13","2023-02-01 17:17:19"
="3177426566257065638",="3177426566254065638","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001171661409838824","0.00","0.00","没有申请退款","无退款申请","2023-02-01 17:17:13","2023-02-01 17:17:19"
="3177426566258065638",="3177426566254065638","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001171661409838824","0.00","0.00","没有申请退款","无退款申请","2023-02-01 17:17:13","2023-02-01 17:17:19"
="3177426566259065638",="3177426566254065638","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001171661409838824","0.00","0.00","没有申请退款","无退款申请","2023-02-01 17:17:13","2023-02-01 17:17:19"
="3176320068300579307",="3176320068299579307","SUREBASE烁贝思韩国无厚重半哑光妆感轻透丝滑粉底液 N1色号 30ml","239.00","1","null","颜色分类：白色;净含量：30ml","null","null","交易成功","null",="2023020122001154541427070927","69.00","69.00","没有申请退款","无退款申请","2023-02-01 16:45:33","2023-02-01 16:45:37"
="3176320068301579307",="3176320068299579307","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001154541427070927","0.00","0.00","没有申请退款","无退款申请","2023-02-01 16:45:33","2023-02-01 16:45:37"
="3177626259376054333",="3177626259376054333","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001147141410338695","1.99","1.99","没有申请退款","无退款申请","2023-02-01 16:38:08","2023-02-01 16:38:14"
="3176103132019762139",="3176103132019762139","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001139991409298808","1.99","1.99","没有申请退款","无退款申请","2023-02-01 14:51:35","2023-02-01 14:51:40"
="3176768953505808124",="3176768953505808124","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001141861458394288","1.99","1.99","没有申请退款","无退款申请","2023-02-01 14:00:20","2023-02-01 14:00:24"
="1806202380038532995",="1806202380037532995","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2023020122001144871420555228","200.86","200.86","退款成功","200.86","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380039532995",="1806202380037532995","SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml","259.00","1","8809603904461","null","null","null","交易关闭","8809603904461",="2023020122001144871420555228","188.03","188.03","退款成功","188.03","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380040532995",="1806202380037532995","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易关闭","null",="2023020122001144871420555228","0.00","0.00","退款成功","0.00","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380041532995",="1806202380037532995","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","2","8809754820856","null","null","null","交易关闭","8809754820856",="2023020122001144871420555228","0.00","0.00","退款成功","0.00","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380042532995",="1806202380037532995","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","2","8809754820887","null","null","null","交易关闭","8809754820887",="2023020122001144871420555228","0.00","0.00","退款成功","0.00","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380043532995",="1806202380037532995","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易关闭","null",="2023020122001144871420555228","0.00","0.00","退款成功","0.00","2023-02-01 13:39:03","2023-02-01 13:39:08"
="1806202380044532995",="1806202380037532995","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","2","8809754820863","null","null","null","交易关闭","8809754820863",="2023020122001144871420555228","0.00","0.00","退款成功","0.00","2023-02-01 13:39:03","2023-02-01 13:39:08"
="3177281775118867233",="3177281775118867233","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001124971420723857","1.99","1.99","没有申请退款","无退款申请","2023-02-01 13:33:07","2023-02-01 13:33:11"
="1806146400956638979",="1806146400955638979","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含有2个粉扑/无替换装)","239.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023020122001192541426250124","172.73","172.73","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400957638979",="1806146400955638979","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023020122001192541426250124","199.96","199.96","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400958638979",="1806146400955638979","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023020122001192541426250124","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400959638979",="1806146400955638979","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","2","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001192541426250124","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400960638979",="1806146400955638979","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","2","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001192541426250124","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400961638979",="1806146400955638979","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2023020122001192541426250124","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="1806146400962638979",="1806146400955638979","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","2","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001192541426250124","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:38:37","2023-02-01 12:38:43"
="3177118731512048420",="3177118731512048420","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001143871414341627","1.99","1.99","没有申请退款","无退款申请","2023-02-01 12:13:19","2023-02-01 12:13:20"
="3176850134012029554",="3176850134012029554","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001132231414306062","1.99","1.99","没有申请退款","无退款申请","2023-02-01 12:12:13","2023-02-01 12:12:19"
="1806825291768902580",="1806825291767902580","SUREBASE烁贝思韩国水光水润妆感持久焕彩保湿粉底液N0色号 30ml","239.00","1","null","颜色分类：白色;净含量：30ml","null","null","交易成功","null",="2023020122001174151442884954","79.00","79.00","没有申请退款","无退款申请","2023-02-01 12:00:05","2023-02-01 12:00:35"
="1806825291769902580",="1806825291767902580","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001174151442884954","0.00","0.00","没有申请退款","无退款申请","2023-02-01 12:00:05","2023-02-01 12:00:35"
="3176773166120332003",="3176773166120332003","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001186451456829866","1.99","1.99","没有申请退款","无退款申请","2023-02-01 11:40:20","2023-02-01 11:40:23"
="3176662322456299219",="3176662322455299219","SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","279.00","1","8809603904423","null","null","null","交易成功","8809603904423",="2023020122001158621408739322","202.65","202.65","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322457299219",="3176662322455299219","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2023020122001158621408739322","188.13","188.13","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322458299219",="3176662322455299219","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023020122001158621408739322","0.00","0.00","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322459299219",="3176662322455299219","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","2","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001158621408739322","0.00","0.00","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322460299219",="3176662322455299219","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","2","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001158621408739322","0.00","0.00","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322461299219",="3176662322455299219","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2023020122001158621408739322","0.00","0.00","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176662322462299219",="3176662322455299219","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","2","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001158621408739322","0.00","0.00","没有申请退款","无退款申请","2023-02-01 11:03:51","2023-02-01 11:03:58"
="3176635538811698013",="3176635538810698013","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含有2个粉扑/无替换装)","239.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023020122001133751451247996","205.10","205.10","没有申请退款","无退款申请","2023-02-01 10:55:59","2023-02-01 10:56:04"
="3176635538812698013",="3176635538810698013","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001133751451247996","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:55:59","2023-02-01 10:56:04"
="3176635538813698013",="3176635538810698013","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001133751451247996","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:55:59","2023-02-01 10:56:04"
="3176635538814698013",="3176635538810698013","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001133751451247996","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:55:59","2023-02-01 10:56:04"
="3176635538815698013",="3176635538810698013","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001133751451247996","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:55:59","2023-02-01 10:56:04"
="3175543692198888349",="3175543692197888349","SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml","249.00","1","8809525247455","null","null","null","交易成功","8809525247455",="2023020122001144271452924907","180.37","180.37","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692199888349",="3175543692197888349","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023020122001144271452924907","200.42","200.42","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692200888349",="3175543692197888349","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023020122001144271452924907","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692201888349",="3175543692197888349","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","2","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001144271452924907","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692202888349",="3175543692197888349","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","2","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001144271452924907","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692203888349",="3175543692197888349","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2023020122001144271452924907","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="3175543692204888349",="3175543692197888349","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","2","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001144271452924907","0.00","0.00","没有申请退款","无退款申请","2023-02-01 10:40:41","2023-02-01 10:40:46"
="1805931192759744277",="1805931192759744277","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001183581404112000","1.99","1.99","没有申请退款","无退款申请","2023-02-01 09:04:33","2023-02-01 09:04:35"
="1806649825330744277",="1806649825330744277","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001183581406584824","1.99","1.99","没有申请退款","无退款申请","2023-02-01 09:03:23","2023-02-01 09:03:25"
="3176130421851273325",="3176130421851273325","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001189051429779711","1.99","1.99","没有申请退款","无退款申请","2023-02-01 08:44:39","2023-02-01 08:44:45"
="3175344036047815822",="3175344036047815822","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001197781410557869","1.99","1.99","没有申请退款","无退款申请","2023-02-01 08:32:22","2023-02-01 08:32:30"
="3175329276596458133",="3175329276596458133","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001160191430445330","1.99","1.99","没有申请退款","无退款申请","2023-02-01 08:17:22","2023-02-01 08:17:30"
="3176069761174964015",="3176069761174964015","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001155081408203560","1.99","1.99","没有申请退款","无退款申请","2023-02-01 07:20:56","2023-02-01 07:21:04"
="1806594927994171989",="1806594927994171989","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001144411406523697","1.99","1.99","没有申请退款","无退款申请","2023-02-01 06:44:00","2023-02-01 06:44:05"
="3175229376981111403",="3175229376981111403","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001151691432790108","1.99","1.99","没有申请退款","无退款申请","2023-02-01 01:22:57","2023-02-01 01:23:05"
="1806585854194741673",="1806585854194741673","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","尽量不发申通，谢谢！","交易成功","null",="2023020122001148591419620233","1.99","1.99","没有申请退款","无退款申请","2023-02-01 01:09:38","2023-02-01 01:09:44"
="3175993549208442624",="3175993549208442624","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001148081410047198","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:45:44","2023-02-01 00:45:47"
="3175206804271007262",="3175206804271007262","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001185971409688596","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:31:30","2023-02-01 00:31:31"
="3175983901258646012",="3175983901258646012","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001130271443663801","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:30:35","2023-02-01 00:30:38"
="3176253362212646012",="3176253362212646012","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001130271442658321","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:29:11","2023-02-01 00:29:15"
="3175205400220007262",="3175205400220007262","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001185971409621420","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:28:47","2023-02-01 00:28:49"
="3176517999433675321",="3176517999432675321","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含有2个粉扑/无替换装)","239.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023020122001114501440153897","205.10","205.10","没有申请退款","无退款申请","2023-02-01 00:12:39","2023-02-01 00:12:48"
="3176517999434675321",="3176517999432675321","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023020122001114501440153897","0.00","0.00","没有申请退款","无退款申请","2023-02-01 00:12:39","2023-02-01 00:12:48"
="3176517999435675321",="3176517999432675321","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023020122001114501440153897","0.00","0.00","没有申请退款","无退款申请","2023-02-01 00:12:39","2023-02-01 00:12:48"
="3176517999436675321",="3176517999432675321","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023020122001114501440153897","0.00","0.00","没有申请退款","无退款申请","2023-02-01 00:12:39","2023-02-01 00:12:48"
="3176517999437675321",="3176517999432675321","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023020122001114501440153897","0.00","0.00","没有申请退款","无退款申请","2023-02-01 00:12:39","2023-02-01 00:12:48"
="1806559213711932893",="1806559213711932893","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001171741408617667","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:10:50","2023-02-01 00:10:53"
="3175187976538563906",="3175187976538563906","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001174451401120159","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:08:22","2023-02-01 00:08:28"
="3175187076808734506",="3175187076808734506","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001138801450387995","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:07:44","2023-02-01 00:07:53"
="3175964389346052206",="3175964389346052206","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001172181415659857","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:05:55","2023-02-01 00:06:37"
="3175964785267490701",="3175964785267490701","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001137431431750550","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:05:33","2023-02-01 00:05:34"
="3176509827864810016",="3176509827864810016","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001108221404757806","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:04:26","2023-02-01 00:04:36"
="3175962913215490701",="3175962913215490701","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001137431433545785","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:03:41","2023-02-01 00:03:42"
="3176229998835563311",="3176229998835563311","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001126961452155424","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:02:38","2023-02-01 00:02:40"
="3176509827287226318",="3176509827287226318","【U先测评】最新SUREBASE烁贝思韩国保湿水光气垫正装(不含替换)","239.00","1","null","颜色分类：N1色号","null","null","交易成功","null",="2023020122001105351408537289","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:02:19","2023-02-01 00:02:21"
="3176230106440862121",="3176230106440862121","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001196031457945229","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:01:38","2023-02-01 00:01:43"
="3175182252623996222",="3175182252623996222","【U先测评】最新SERUMKIND韩国4效合一护理迷你精华4件套6ml * 4","209.00","1","null","款式：基本款","null","null","交易成功","null",="2023020122001186911411011514","1.99","1.99","没有申请退款","无退款申请","2023-02-01 00:01:23","2023-02-01 00:01:25"
="1806338607170446494",="1806338607169446494","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2023013122001178781405156991","188.13","188.13","退款关闭","0.00","2023-01-31 19:04:51","2023-01-31 19:04:56"
="1806338607171446494",="1806338607169446494","SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","279.00","1","8809603904423","null","null","null","交易成功","8809603904423",="2023013122001178781405156991","202.65","202.65","退款关闭","0.00","2023-01-31 19:04:51","2023-01-31 19:04:56"
="1806338607172446494",="1806338607169446494","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023013122001178781405156991","0.00","0.00","没有申请退款","无退款申请","2023-01-31 19:04:51","2023-01-31 19:04:56"
