"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1798561884820023388",="1798561884815023388","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011622001171921458935348","0.00","0.00","没有申请退款","无退款申请","2023-01-16 21:51:51","2023-01-16 21:53:13"
="1798561884821023388",="1798561884815023388","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011622001171921458935348","0.00","0.00","没有申请退款","无退款申请","2023-01-16 21:51:51","2023-01-16 21:53:13"
="3158816943933100952",="3158816943932100952","【春节不打烊】SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","139.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001156961457933584","119.00","119.00","没有申请退款","无退款申请","2023-01-16 21:17:31","2023-01-16 21:17:37"
="3158816943934100952",="3158816943932100952","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001156961457933584","0.00","0.00","没有申请退款","无退款申请","2023-01-16 21:17:31","2023-01-16 21:17:37"
="3158816943935100952",="3158816943932100952","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011622001156961457933584","0.00","0.00","没有申请退款","无退款申请","2023-01-16 21:17:31","2023-01-16 21:17:37"
="3157060248740382361",="3157060248739382361","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","2","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2023011622001157191420990045","393.24","393.24","没有申请退款","无退款申请","2023-01-16 16:35:28","2023-01-16 16:35:35"
="3157060248741382361",="3157060248739382361","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001157191420990045","0.00","0.00","没有申请退款","无退款申请","2023-01-16 16:35:28","2023-01-16 16:35:35"
="3157060248742382361",="3157060248739382361","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","卖家已发货，等待买家确认","8809754820856",="2023011622001157191420990045","0.00","0.00","没有申请退款","无退款申请","2023-01-16 16:35:28","2023-01-16 16:35:35"
="3157060248743382361",="3157060248739382361","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011622001157191420990045","0.00","0.00","没有申请退款","无退款申请","2023-01-16 16:35:28","2023-01-16 16:35:35"
="3157060248744382361",="3157060248739382361","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","卖家已发货，等待买家确认","8809754820863",="2023011622001157191420990045","0.00","0.00","没有申请退款","无退款申请","2023-01-16 16:35:28","2023-01-16 16:35:35"
="1799058902065451870",="1799058902064451870","【春节不打烊】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","299.00","1","8809603904423","null","null","null","卖家已发货，等待买家确认","8809603904423",="2023011622001157411430396585","216.10","216.10","没有申请退款","无退款申请","2023-01-16 12:36:34","2023-01-16 12:36:39"
="1799058902066451870",="1799058902064451870","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001157411430396585","0.00","0.00","没有申请退款","无退款申请","2023-01-16 12:36:34","2023-01-16 12:36:39"
="1799058902067451870",="1799058902064451870","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011622001157411430396585","0.00","0.00","没有申请退款","无退款申请","2023-01-16 12:36:34","2023-01-16 12:36:39"
="3157435657738675409",="3157435657737675409","SUREBASE烁贝思韩国粉底液搭配神器细腻均匀上妆酷彩无痕粉底刷","169.00","1","8809754820009","null","null","null","交易关闭","8809754820009",="2023011622001130391454644964","89.00","89.00","退款成功","89.00","2023-01-16 11:55:40","2023-01-16 11:55:49"
="3157435657739675409",="3157435657737675409","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易关闭","null",="2023011622001130391454644964","0.00","0.00","退款成功","0.00","2023-01-16 11:55:40","2023-01-16 11:55:49"
="3157435657740675409",="3157435657737675409","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023011622001130391454644964","0.00","0.00","退款成功","0.00","2023-01-16 11:55:40","2023-01-16 11:55:49"
="3157591466015122042",="3157591466014122042","【春节不打烊】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","259.00","2","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023011622001165941449425685","313.58","313.58","没有申请退款","无退款申请","2023-01-16 10:59:16","2023-01-16 10:59:24"
="3157591466016122042",="3157591466014122042","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023011622001165941449425685","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:59:16","2023-01-16 10:59:24"
="3157591466017122042",="3157591466014122042","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023011622001165941449425685","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:59:16","2023-01-16 10:59:24"
="3157591466018122042",="3157591466014122042","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011622001165941449425685","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:59:16","2023-01-16 10:59:24"
="3157591466019122042",="3157591466014122042","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011622001165941449425685","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:59:16","2023-01-16 10:59:24"
="1798938229198626497",="1798938229197626497","【春节不打烊】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","259.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2023011622001194571425043573","157.25","157.25","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="1798938229199626497",="1798938229197626497","【春节不打烊】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml","269.00","1","8809525247455","null","null","null","交易成功","8809525247455",="2023011622001194571425043573","172.15","172.15","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="1798938229200626497",="1798938229197626497","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023011622001194571425043573","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="1798938229201626497",="1798938229197626497","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023011622001194571425043573","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="1798938229202626497",="1798938229197626497","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011622001194571425043573","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="1798938229203626497",="1798938229197626497","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011622001194571425043573","0.00","0.00","没有申请退款","无退款申请","2023-01-16 10:02:14","2023-01-16 10:02:18"
="3157741659482272341",="3157741659481272341","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023011622001177571420951435","195.44","195.44","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="3157741659483272341",="3157741659481272341","【春节不打烊】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml","269.00","1","8809525247455","null","null","null","交易成功","8809525247455",="2023011622001177571420951435","173.79","173.79","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="3157741659484272341",="3157741659481272341","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023011622001177571420951435","0.00","0.00","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="3157741659485272341",="3157741659481272341","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023011622001177571420951435","0.00","0.00","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="3157741659486272341",="3157741659481272341","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011622001177571420951435","0.00","0.00","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="3157741659487272341",="3157741659481272341","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011622001177571420951435","0.00","0.00","没有申请退款","无退款申请","2023-01-16 09:28:02","2023-01-16 09:28:21"
="1798896471244945999",="1798896471243945999","【春节不打烊】SUREBASE烁贝思韩国轻透丝滑哑光气垫正装(含2个粉扑/无替换装)","259.00","2","8809754820139","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","卖家已发货，等待买家确认","8809754820139",="2023011622001114781410801902","375.64","375.64","没有申请退款","无退款申请","2023-01-16 07:40:32","2023-01-16 07:40:38"
="1798896471245945999",="1798896471243945999","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001114781410801902","0.00","0.00","没有申请退款","无退款申请","2023-01-16 07:40:32","2023-01-16 07:40:38"
="1798896471246945999",="1798896471243945999","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","卖家已发货，等待买家确认","8809754820856",="2023011622001114781410801902","0.00","0.00","没有申请退款","无退款申请","2023-01-16 07:40:32","2023-01-16 07:40:38"
="1798896471247945999",="1798896471243945999","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011622001114781410801902","0.00","0.00","没有申请退款","无退款申请","2023-01-16 07:40:32","2023-01-16 07:40:38"
="1798896471248945999",="1798896471243945999","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","卖家已发货，等待买家确认","8809754820863",="2023011622001114781410801902","0.00","0.00","没有申请退款","无退款申请","2023-01-16 07:40:32","2023-01-16 07:40:38"
="1798141476970179996",="1798141476969179996","【春节不打烊】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","259.00","1","null","颜色分类：N2 BRIGHT BONNIE;净含量：13ml","null","null","卖家已发货，等待买家确认","null",="2023011622001137621411284735","215.10","215.10","没有申请退款","无退款申请","2023-01-16 01:22:12","2023-01-16 01:22:17"
="1798141476971179996",="1798141476969179996","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","卖家已发货，等待买家确认","null",="2023011622001137621411284735","0.00","0.00","没有申请退款","无退款申请","2023-01-16 01:22:12","2023-01-16 01:22:17"
="1798141476972179996",="1798141476969179996","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011622001137621411284735","0.00","0.00","没有申请退款","无退款申请","2023-01-16 01:22:12","2023-01-16 01:22:17"
="3156254496141222357",="3156254496140222357","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2023011622001189931405093140","226.00","226.00","退款成功","226.00","2023-01-16 00:35:06","2023-01-16 00:35:11"
="3156254496142222357",="3156254496140222357","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易关闭","null",="2023011622001189931405093140","0.00","0.00","退款成功","0.00","2023-01-16 00:35:06","2023-01-16 00:35:11"
="3156254496143222357",="3156254496140222357","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023011622001189931405093140","0.00","0.00","退款成功","0.00","2023-01-16 00:35:06","2023-01-16 00:35:11"
="1798828143913031988",="1798828143912031988","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","2","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2023011522001188531439441765","393.24","393.24","没有申请退款","无退款申请","2023-01-15 22:58:29","2023-01-15 22:58:34"
="1798828143914031988",="1798828143912031988","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","卖家已发货，等待买家确认","null",="2023011522001188531439441765","0.00","0.00","没有申请退款","无退款申请","2023-01-15 22:58:29","2023-01-15 22:58:34"
="1798828143915031988",="1798828143912031988","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","卖家已发货，等待买家确认","8809754820856",="2023011522001188531439441765","0.00","0.00","没有申请退款","无退款申请","2023-01-15 22:58:29","2023-01-15 22:58:34"
="1798828143916031988",="1798828143912031988","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011522001188531439441765","0.00","0.00","没有申请退款","无退款申请","2023-01-15 22:58:29","2023-01-15 22:58:34"
="1798828143917031988",="1798828143912031988","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","卖家已发货，等待买家确认","8809754820863",="2023011522001188531439441765","0.00","0.00","没有申请退款","无退款申请","2023-01-15 22:58:29","2023-01-15 22:58:34"
="3157185566336969631",="3157185566335969631","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","卖家已发货，等待买家确认","8809603904430",="2023011522001164101425317948","182.63","182.63","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3157185566337969631",="3157185566335969631","SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml","259.00","1","8809603904461","null","null","null","卖家已发货，等待买家确认","8809603904461",="2023011522001164101425317948","182.63","182.63","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3157185566338969631",="3157185566335969631","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","卖家已发货，等待买家确认","null",="2023011522001164101425317948","0.00","0.00","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3157185566339969631",="3157185566335969631","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","卖家已发货，等待买家确认","8809754820856",="2023011522001164101425317948","0.00","0.00","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3157185566340969631",="3157185566335969631","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011522001164101425317948","0.00","0.00","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3157185566341969631",="3157185566335969631","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","卖家已发货，等待买家确认","8809754820863",="2023011522001164101425317948","0.00","0.00","没有申请退款","无退款申请","2023-01-15 21:45:01","2023-01-15 21:45:07"
="3156843169098618962",="3156843169097618962","【春节不打烊】SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","139.00","1","null","null","null","null","交易成功","null",="2023011522001163951428318109","90.17","90.17","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="3156843169099618962",="3156843169097618962","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023011522001163951428318109","188.67","188.67","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="3156843169100618962",="3156843169097618962","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023011522001163951428318109","0.00","0.00","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="3156843169101618962",="3156843169097618962","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023011522001163951428318109","0.00","0.00","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="3156843169102618962",="3156843169097618962","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011522001163951428318109","0.00","0.00","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="3156843169103618962",="3156843169097618962","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011522001163951428318109","0.00","0.00","没有申请退款","无退款申请","2023-01-15 20:52:20","2023-01-15 20:52:26"
="1798030884565704475",="1798030884564704475","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2023011522001186071408902918","185.97","185.97","退款成功","185.97","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798030884566704475",="1798030884564704475","SUREBASE烁贝思韩国粉底液搭配神器细腻均匀上妆酷彩无痕粉底刷","169.00","1","8809754820009","null","null","null","交易关闭","8809754820009",="2023011522001186071408902918","66.47","66.47","退款成功","66.47","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798030884567704475",="1798030884564704475","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易关闭","null",="2023011522001186071408902918","0.00","0.00","退款成功","0.00","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798030884568704475",="1798030884564704475","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易关闭","8809754820856",="2023011522001186071408902918","0.00","0.00","退款成功","0.00","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798030884569704475",="1798030884564704475","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023011522001186071408902918","0.00","0.00","退款成功","0.00","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798030884570704475",="1798030884564704475","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易关闭","8809754820863",="2023011522001186071408902918","0.00","0.00","退款成功","0.00","2023-01-15 20:44:48","2023-01-15 20:44:53"
="1798563145063328677",="1798563145062328677","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2023011522001181351406681422","187.65","182.96","退款成功","187.65","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1798563145064328677",="1798563145062328677","【春节不打烊】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","139.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","交易关闭","null",="2023011522001181351406681422","80.72","78.71","退款成功","80.72","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1798563145065328677",="1798563145062328677","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易关闭","null",="2023011522001181351406681422","0.00","0.00","退款成功","0.00","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1798563145066328677",="1798563145062328677","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易关闭","8809754820856",="2023011522001181351406681422","0.00","0.00","退款成功","0.00","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1798563145067328677",="1798563145062328677","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023011522001181351406681422","0.00","0.00","退款成功","0.00","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1798563145068328677",="1798563145062328677","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易关闭","8809754820863",="2023011522001181351406681422","0.00","0.00","退款成功","0.00","2023-01-15 15:44:14","2023-01-15 15:44:21"
="1797830688618104793",="1797830688617104793","【春节不打烊】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023011522001175331442812325","249.00","249.00","没有申请退款","无退款申请","2023-01-15 15:31:59","2023-01-15 15:32:03"
="1797830688619104793",="1797830688617104793","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023011522001175331442812325","0.00","0.00","没有申请退款","无退款申请","2023-01-15 15:31:59","2023-01-15 15:32:03"
="1797830688620104793",="1797830688617104793","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011522001175331442812325","0.00","0.00","没有申请退款","无退款申请","2023-01-15 15:31:59","2023-01-15 15:32:03"
="3154829258263106722",="3154829258262106722","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2023011422001126081456954830","249.00","249.00","没有申请退款","无退款申请","2023-01-14 13:56:17","2023-01-14 13:56:21"
="3154829258264106722",="3154829258262106722","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2023011422001126081456954830","0.00","0.00","没有申请退款","无退款申请","2023-01-14 13:56:17","2023-01-14 13:56:21"
="3154829258265106722",="3154829258262106722","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011422001126081456954830","0.00","0.00","没有申请退款","无退款申请","2023-01-14 13:56:17","2023-01-14 13:56:21"
="3154140505430595839",="3154140505429595839","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","2","8809754820689","null","null","null","交易成功","8809754820689",="2023011422001105231400960670","393.24","393.24","没有申请退款","无退款申请","2023-01-14 10:33:19","2023-01-14 10:33:50"
="3154140505431595839",="3154140505429595839","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易成功","null",="2023011422001105231400960670","0.00","0.00","没有申请退款","无退款申请","2023-01-14 10:33:19","2023-01-14 10:33:50"
="3154140505432595839",="3154140505429595839","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易成功","8809754820856",="2023011422001105231400960670","0.00","0.00","没有申请退款","无退款申请","2023-01-14 10:33:19","2023-01-14 10:33:50"
="3154140505433595839",="3154140505429595839","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2023011422001105231400960670","0.00","0.00","没有申请退款","无退款申请","2023-01-14 10:33:19","2023-01-14 10:33:50"
="3154140505434595839",="3154140505429595839","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易成功","8809754820863",="2023011422001105231400960670","0.00","0.00","没有申请退款","无退款申请","2023-01-14 10:33:19","2023-01-14 10:33:50"
="3154138993008595839",="3154138993007595839","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","2","8809754820689","null","null","null","交易关闭","8809754820689",="2023011422001105231459772156","438.24","438.24","退款成功","438.24","2023-01-14 10:31:27","2023-01-14 10:31:36"
="3154138993009595839",="3154138993007595839","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","交易关闭","null",="2023011422001105231459772156","0.00","0.00","退款成功","0.00","2023-01-14 10:31:27","2023-01-14 10:31:36"
="3154138993010595839",="3154138993007595839","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","交易关闭","8809754820856",="2023011422001105231459772156","0.00","0.00","退款成功","0.00","2023-01-14 10:31:27","2023-01-14 10:31:36"
="3154138993011595839",="3154138993007595839","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2023011422001105231459772156","0.00","0.00","退款成功","0.00","2023-01-14 10:31:27","2023-01-14 10:31:36"
="3154138993012595839",="3154138993007595839","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","交易关闭","8809754820863",="2023011422001105231459772156","0.00","0.00","退款成功","0.00","2023-01-14 10:31:27","2023-01-14 10:31:36"
="1797260810443211898",="1797260810442211898","SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml","249.00","1","8809525247455","null","null","null","卖家已发货，等待买家确认","8809525247455",="2023011322001143251457447771","166.96","166.96","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="1797260810444211898",="1797260810442211898","SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","149.00","1","8809525248018","净含量：50ml","null","null","卖家已发货，等待买家确认","8809525248018",="2023011322001143251457447771","96.16","96.16","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="1797260810445211898",="1797260810442211898","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","4","null","null","null","null","卖家已发货，等待买家确认","null",="2023011322001143251457447771","0.00","0.00","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="1797260810446211898",="1797260810442211898","【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml","39.00","1","8809754820856","null","null","null","卖家已发货，等待买家确认","8809754820856",="2023011322001143251457447771","0.00","0.00","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="1797260810447211898",="1797260810442211898","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","卖家已发货，等待买家确认","8809754820887",="2023011322001143251457447771","0.00","0.00","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="1797260810448211898",="1797260810442211898","【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml","49.00","1","8809754820863","null","null","null","卖家已发货，等待买家确认","8809754820863",="2023011322001143251457447771","0.00","0.00","没有申请退款","无退款申请","2023-01-13 17:37:23","2023-01-13 17:37:28"
="3153106225314421421",="3153106225313421421","SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","279.00","1","8809603904423","null","null","null","交易成功","8809603904423",="2023011322001196781400458722","197.19","197.19","没有申请退款","无退款申请","2023-01-13 16:31:48","2023-01-13 16:31:57"
